Anchor name,Anchor target,Anchor pathway,Lib name,Lib target,Lib pathway,Link
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1085
Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1085
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1561
Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1561
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1372
Trametinib,"MEK1, MEK2",ERK MAPK signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1372
