drug_row	drug_col	cell_line_name	synergy_loewe
5-Fluorouracil	MK-1775	PL4	0.02056634
Dactolisib	MK-1775	PL4	0.21813014
5-Fluorouracil	MK-1775	PL4	0.42004964
Crizotinib	MK-1775	PL4	0.23925744
Ruxolitinib	MK-1775	PL4	-0.36244413
OSI-027	MK-1775	PL4	0.15134229
OSI-027	MK-1775	PL4	1.0597812
MK-2206	MK-1775	PL4	0.36046502
Irinotecan	MK-1775	PL4	1.3160989
Cisplatin	MK-1775	PL4	0.0019913758
Trametinib	MK-1775	PL4	-1.8157183
AZD7762	MK-1775	PL4	1.507586
Olaparib	MK-1775	PL4	-0.25827342
SCH772984	MK-1775	PL4	-1.4551321
Taselisib	MK-1775	PL4	0.32032657
LGK974	MK-1775	PL4	0.11013008
Gemcitabine	MK-1775	PL4	1.3704643
Galunisertib	MK-1775	PL4	0.4850841
Olaparib	MK-1775	PL4	0.09272227
Ruxolitinib	MK-1775	PL4	-0.08397266
Oxaliplatin	MK-1775	PL4	-1.9313904
Paclitaxel	MK-1775	PL4	0.8612234
Lapatinib	MK-1775	PL4	1.0552698
Lapatinib	MK-1775	PL4	-0.05261811
Dasatinib	MK-1775	PL4	0.18218766
MK-2206	MK-1775	PL4	-0.3647897
SCH772984	MK-1775	PL4	-1.313124
Linsitinib	MK-1775	PL4	0.20915297
Navitoclax	MK-1775	PL4	1.9547321
Linsitinib	MK-1775	PL4	0.40616915
Taselisib	MK-1775	PL4	0.21909606
Crizotinib	MK-1775	PL4	-1.9547652
LGK974	MK-1775	PL4	0.1847398
Dactolisib	MK-1775	PL4	-1.5161451
Dasatinib	MK-1775	PL4	1.3472493
Gemcitabine	MK-1775	PL4	0.054268148
Galunisertib	MK-1775	PL4	1.0011016
Oxaliplatin	MK-1775	PL4	-2.9127524
Palbociclib	MK-1775	PL4	-2.5141237
Sorafenib	MK-1775	PL4	0.84344643
Palbociclib	MK-1775	PL4	-3.7552288
Erlotinib	MK-1775	PL4	0.26345345
Linsitinib	Gemcitabine	PL4	0.8014509
MK-2206	Gemcitabine	PL4	1.8642356
Crizotinib	Gemcitabine	PL4	-0.8001802
MK-1775	Gemcitabine	PL4	0.50260127
Taselisib	Gemcitabine	PL4	0.1374971
Paclitaxel	Gemcitabine	PL4	-2.778785
Sorafenib	Gemcitabine	PL4	-1.4348447
5-Fluorouracil	Gemcitabine	PL4	-0.15372701
Palbociclib	Gemcitabine	PL4	-2.3160768
MK-1775	Gemcitabine	PL4	0.68505293
SCH772984	Gemcitabine	PL4	-2.2270203
Dactolisib	Gemcitabine	PL4	0.70552355
LGK974	Gemcitabine	PL4	-0.76348615
Ruxolitinib	Gemcitabine	PL4	-0.87208146
Erlotinib	Gemcitabine	PL4	-0.23171054
Crizotinib	Gemcitabine	PL4	-1.5274776
Dactolisib	Gemcitabine	PL4	1.5872209
LGK974	Gemcitabine	PL4	-0.55178887
Sorafenib	Gemcitabine	PL4	-0.90165186
Trametinib	Gemcitabine	PL4	-1.830429
Navitoclax	Gemcitabine	PL4	3.2048607
Paclitaxel	Gemcitabine	PL4	-3.0465846
Lapatinib	Gemcitabine	PL4	0.72307277
Irinotecan	Gemcitabine	PL4	-1.3988922
Palbociclib	Gemcitabine	PL4	-0.5088708
Taselisib	Gemcitabine	PL4	0.18136817
Navitoclax	Gemcitabine	PL4	3.1486256
Oxaliplatin	Gemcitabine	PL4	1.0766187
Ruxolitinib	Gemcitabine	PL4	-0.3680349
Cisplatin	Gemcitabine	PL4	0.63468
AZD7762	Gemcitabine	PL4	4.0361767
Olaparib	Gemcitabine	PL4	-0.17685795
Linsitinib	Gemcitabine	PL4	-0.7507951
Erlotinib	Gemcitabine	PL4	-0.22832511
Olaparib	Gemcitabine	PL4	0.45263872
OSI-027	Gemcitabine	PL4	-0.5777277
MK-2206	Gemcitabine	PL4	0.93818104
SCH772984	Gemcitabine	PL4	-1.6992251
Galunisertib	Gemcitabine	PL4	-0.986337
OSI-027	Gemcitabine	PL4	0.911806
Lapatinib	Gemcitabine	PL4	-0.023086188
Trametinib	Gemcitabine	PL4	-1.3786805
Cisplatin	Gemcitabine	PL4	0.09886298
Dasatinib	Gemcitabine	PL4	0.51139414
5-Fluorouracil	Gemcitabine	PL4	-0.533244
Galunisertib	Gemcitabine	PL4	0.035166714
AZD7762	Gemcitabine	PL4	2.6985304
Oxaliplatin	Gemcitabine	PL4	0.3914023
Irinotecan	Gemcitabine	PL4	-1.8531233
Dasatinib	Gemcitabine	PL4	0.633234
Paclitaxel	Trametinib	PL4	-0.18973964
Sorafenib	Trametinib	PL4	0.5037742
Irinotecan	Trametinib	PL4	0.28458977
AZD7762	Trametinib	PL4	-0.6448633
Navitoclax	Trametinib	PL4	4.181502
Cisplatin	Trametinib	PL4	-0.8862569
Erlotinib	Trametinib	PL4	0.0039445614
5-Fluorouracil	Trametinib	PL4	-0.91940266
Dactolisib	Trametinib	PL4	2.978716
5-Fluorouracil	Trametinib	PL4	-0.1812154
Crizotinib	Trametinib	PL4	-0.27137908
Ruxolitinib	Trametinib	PL4	-1.7812206
OSI-027	Trametinib	PL4	-0.4238073
MK-1775	Trametinib	PL4	0.14413938
OSI-027	Trametinib	PL4	2.213921
MK-2206	Trametinib	PL4	2.0896423
Irinotecan	Trametinib	PL4	0.8806703
Cisplatin	Trametinib	PL4	-2.169644
AZD7762	Trametinib	PL4	0.19625305
Olaparib	Trametinib	PL4	0.81828713
SCH772984	Trametinib	PL4	-1.8698176
Taselisib	Trametinib	PL4	2.8356514
MK-1775	Trametinib	PL4	-4.24548
LGK974	Trametinib	PL4	-0.310487
Gemcitabine	Trametinib	PL4	-1.0160509
Galunisertib	Trametinib	PL4	-1.6708984
Olaparib	Trametinib	PL4	-0.13109376
Ruxolitinib	Trametinib	PL4	-0.84926164
Oxaliplatin	Trametinib	PL4	-3.0790486
Paclitaxel	Trametinib	PL4	0.16512737
Lapatinib	Trametinib	PL4	2.55507
Lapatinib	Trametinib	PL4	1.0845586
Dasatinib	Trametinib	PL4	2.3244164
MK-2206	Trametinib	PL4	1.7169677
SCH772984	Trametinib	PL4	-4.5952983
Linsitinib	Trametinib	PL4	-0.35376015
Navitoclax	Trametinib	PL4	3.0483363
Linsitinib	Trametinib	PL4	0.35103947
Taselisib	Trametinib	PL4	3.5608976
Crizotinib	Trametinib	PL4	0.18779528
LGK974	Trametinib	PL4	-0.40824136
Dactolisib	Trametinib	PL4	0.56387436
Dasatinib	Trametinib	PL4	2.0107622
Gemcitabine	Trametinib	PL4	-2.4359896
Galunisertib	Trametinib	PL4	1.2209194
Oxaliplatin	Trametinib	PL4	-3.630432
Palbociclib	Trametinib	PL4	-0.30915025
Sorafenib	Trametinib	PL4	-0.33897638
Palbociclib	Trametinib	PL4	-0.39071354
Erlotinib	Trametinib	PL4	-0.40276068
Linsitinib	Ruxolitinib	PL4	1.2139047
MK-2206	Ruxolitinib	PL4	-0.20944297
Crizotinib	Ruxolitinib	PL4	-0.5369376
MK-1775	Ruxolitinib	PL4	0.9965719
Taselisib	Ruxolitinib	PL4	-0.074691296
Paclitaxel	Ruxolitinib	PL4	0.19534104
Sorafenib	Ruxolitinib	PL4	-0.6065408
5-Fluorouracil	Ruxolitinib	PL4	-0.4395196
Palbociclib	Ruxolitinib	PL4	-0.030143565
MK-1775	Ruxolitinib	PL4	1.1634973
SCH772984	Ruxolitinib	PL4	0.6549213
Dactolisib	Ruxolitinib	PL4	0.99730724
LGK974	Ruxolitinib	PL4	-0.47791365
Erlotinib	Ruxolitinib	PL4	0.13842733
Crizotinib	Ruxolitinib	PL4	0.3802657
Dactolisib	Ruxolitinib	PL4	0.5456007
LGK974	Ruxolitinib	PL4	-0.43219185
Gemcitabine	Ruxolitinib	PL4	-0.2435672
Sorafenib	Ruxolitinib	PL4	0.052394908
Trametinib	Ruxolitinib	PL4	0.7377283
Navitoclax	Ruxolitinib	PL4	3.710633
Gemcitabine	Ruxolitinib	PL4	-0.3412284
Paclitaxel	Ruxolitinib	PL4	1.0487806
Lapatinib	Ruxolitinib	PL4	-0.055923738
Irinotecan	Ruxolitinib	PL4	0.55865914
Palbociclib	Ruxolitinib	PL4	0.3678819
Taselisib	Ruxolitinib	PL4	-0.1453503
Navitoclax	Ruxolitinib	PL4	2.7704194
Oxaliplatin	Ruxolitinib	PL4	3.1354196
Cisplatin	Ruxolitinib	PL4	0.37316778
AZD7762	Ruxolitinib	PL4	-0.10189541
Olaparib	Ruxolitinib	PL4	0.2709491
Linsitinib	Ruxolitinib	PL4	-0.5359111
Erlotinib	Ruxolitinib	PL4	0.6312306
Olaparib	Ruxolitinib	PL4	-0.38832188
OSI-027	Ruxolitinib	PL4	1.8561717
MK-2206	Ruxolitinib	PL4	0.50110006
SCH772984	Ruxolitinib	PL4	0.19160748
Galunisertib	Ruxolitinib	PL4	-0.543829
OSI-027	Ruxolitinib	PL4	0.0994866
Lapatinib	Ruxolitinib	PL4	1.4752756
Trametinib	Ruxolitinib	PL4	0.4514784
Cisplatin	Ruxolitinib	PL4	3.0176468
Dasatinib	Ruxolitinib	PL4	0.38740125
5-Fluorouracil	Ruxolitinib	PL4	0.028652368
Galunisertib	Ruxolitinib	PL4	-0.54256785
AZD7762	Ruxolitinib	PL4	1.1426784
Oxaliplatin	Ruxolitinib	PL4	1.2026527
Irinotecan	Ruxolitinib	PL4	-0.48486674
Dasatinib	Ruxolitinib	PL4	2.5400386
Paclitaxel	Linsitinib	PL4	3.5069256
Sorafenib	Linsitinib	PL4	3.0080922
Irinotecan	Linsitinib	PL4	3.7362046
AZD7762	Linsitinib	PL4	-1.7747834
Trametinib	Linsitinib	PL4	-0.018593926
Navitoclax	Linsitinib	PL4	3.9981544
Cisplatin	Linsitinib	PL4	-1.5930892
Erlotinib	Linsitinib	PL4	0.012501255
5-Fluorouracil	Linsitinib	PL4	-0.05718662
Dactolisib	Linsitinib	PL4	4.6405106
5-Fluorouracil	Linsitinib	PL4	-0.42697763
Crizotinib	Linsitinib	PL4	0.62267184
Ruxolitinib	Linsitinib	PL4	-0.22865874
OSI-027	Linsitinib	PL4	5.365929
MK-1775	Linsitinib	PL4	-1.1094564
OSI-027	Linsitinib	PL4	7.3291674
MK-2206	Linsitinib	PL4	-1.3609139
Irinotecan	Linsitinib	PL4	2.2207694
Cisplatin	Linsitinib	PL4	-1.4912713
Trametinib	Linsitinib	PL4	0.26598927
AZD7762	Linsitinib	PL4	-1.4527228
Olaparib	Linsitinib	PL4	-0.14385961
SCH772984	Linsitinib	PL4	1.3661774
Taselisib	Linsitinib	PL4	0.9966937
MK-1775	Linsitinib	PL4	-0.3824511
LGK974	Linsitinib	PL4	-1.0703202
Gemcitabine	Linsitinib	PL4	-1.8483604
Galunisertib	Linsitinib	PL4	2.1282325
Olaparib	Linsitinib	PL4	-1.5453709
Ruxolitinib	Linsitinib	PL4	-0.96895456
Oxaliplatin	Linsitinib	PL4	-1.6088971
Paclitaxel	Linsitinib	PL4	3.0402584
Lapatinib	Linsitinib	PL4	2.730659
Lapatinib	Linsitinib	PL4	0.5431416
Dasatinib	Linsitinib	PL4	3.4145346
MK-2206	Linsitinib	PL4	0.9070406
SCH772984	Linsitinib	PL4	1.43359
Navitoclax	Linsitinib	PL4	1.4327325
Taselisib	Linsitinib	PL4	-0.2287966
Crizotinib	Linsitinib	PL4	2.418316
LGK974	Linsitinib	PL4	1.0586501
Dactolisib	Linsitinib	PL4	3.8688173
Dasatinib	Linsitinib	PL4	3.9729645
Gemcitabine	Linsitinib	PL4	-1.6323494
Galunisertib	Linsitinib	PL4	2.3223028
Oxaliplatin	Linsitinib	PL4	-0.930865
Palbociclib	Linsitinib	PL4	-0.6700786
Sorafenib	Linsitinib	PL4	-0.30345774
Palbociclib	Linsitinib	PL4	1.3670899
Erlotinib	Linsitinib	PL4	-0.14020054
Linsitinib	Lapatinib	PL4	3.6629484
MK-2206	Lapatinib	PL4	1.5515845
Crizotinib	Lapatinib	PL4	1.3203207
MK-1775	Lapatinib	PL4	1.8675294
Taselisib	Lapatinib	PL4	2.1570637
Paclitaxel	Lapatinib	PL4	-0.11909503
Sorafenib	Lapatinib	PL4	0.94088763
5-Fluorouracil	Lapatinib	PL4	-0.045483205
Palbociclib	Lapatinib	PL4	2.2448537
MK-1775	Lapatinib	PL4	-0.2923141
SCH772984	Lapatinib	PL4	2.08877
Dactolisib	Lapatinib	PL4	2.007535
LGK974	Lapatinib	PL4	-0.4932324
Ruxolitinib	Lapatinib	PL4	2.1689782
Erlotinib	Lapatinib	PL4	0.2006367
Crizotinib	Lapatinib	PL4	3.9607022
Dactolisib	Lapatinib	PL4	0.8216476
LGK974	Lapatinib	PL4	2.0338023
Gemcitabine	Lapatinib	PL4	-0.040809326
Sorafenib	Lapatinib	PL4	4.141155
Trametinib	Lapatinib	PL4	4.806007
Navitoclax	Lapatinib	PL4	2.7308002
Gemcitabine	Lapatinib	PL4	1.4301087
Paclitaxel	Lapatinib	PL4	1.6086152
Irinotecan	Lapatinib	PL4	1.7489191
Palbociclib	Lapatinib	PL4	1.5960127
Taselisib	Lapatinib	PL4	-0.13602859
Navitoclax	Lapatinib	PL4	2.1423306
Oxaliplatin	Lapatinib	PL4	0.9441718
Ruxolitinib	Lapatinib	PL4	0.023555478
Cisplatin	Lapatinib	PL4	0.4015973
AZD7762	Lapatinib	PL4	2.191032
Olaparib	Lapatinib	PL4	0.18357787
Linsitinib	Lapatinib	PL4	0.82843935
Erlotinib	Lapatinib	PL4	1.4604193
Olaparib	Lapatinib	PL4	0.40101865
OSI-027	Lapatinib	PL4	1.7045443
MK-2206	Lapatinib	PL4	3.4974651
SCH772984	Lapatinib	PL4	3.2919703
Galunisertib	Lapatinib	PL4	-0.6487508
OSI-027	Lapatinib	PL4	3.603391
Trametinib	Lapatinib	PL4	3.4751956
Cisplatin	Lapatinib	PL4	0.046085637
Dasatinib	Lapatinib	PL4	1.7629251
5-Fluorouracil	Lapatinib	PL4	-0.26384982
Galunisertib	Lapatinib	PL4	0.6516346
AZD7762	Lapatinib	PL4	-0.5078254
Oxaliplatin	Lapatinib	PL4	-0.21665512
Irinotecan	Lapatinib	PL4	-0.5819061
Dasatinib	Lapatinib	PL4	2.206567
Paclitaxel	Taselisib	PL4	0.47886437
Sorafenib	Taselisib	PL4	0.65140355
Irinotecan	Taselisib	PL4	-0.5540163
AZD7762	Taselisib	PL4	0.086919904
Trametinib	Taselisib	PL4	3.098596
Navitoclax	Taselisib	PL4	3.824645
Cisplatin	Taselisib	PL4	-0.92468363
Erlotinib	Taselisib	PL4	-0.7071687
5-Fluorouracil	Taselisib	PL4	0.16696008
Dactolisib	Taselisib	PL4	2.221283
5-Fluorouracil	Taselisib	PL4	-0.64196247
Crizotinib	Taselisib	PL4	0.28393304
Ruxolitinib	Taselisib	PL4	-0.3733776
OSI-027	Taselisib	PL4	2.8947237
MK-1775	Taselisib	PL4	-0.8316992
OSI-027	Taselisib	PL4	6.097672
MK-2206	Taselisib	PL4	-0.19120601
Irinotecan	Taselisib	PL4	-0.3756622
Cisplatin	Taselisib	PL4	-1.5485073
Trametinib	Taselisib	PL4	3.3732386
AZD7762	Taselisib	PL4	-0.59500366
Olaparib	Taselisib	PL4	0.7819206
SCH772984	Taselisib	PL4	3.1049516
MK-1775	Taselisib	PL4	-2.4582026
LGK974	Taselisib	PL4	-0.4829885
Gemcitabine	Taselisib	PL4	-0.9959027
Galunisertib	Taselisib	PL4	-0.15271735
Olaparib	Taselisib	PL4	0.1591005
Ruxolitinib	Taselisib	PL4	-0.182795
Oxaliplatin	Taselisib	PL4	-1.719357
Paclitaxel	Taselisib	PL4	0.53820324
Lapatinib	Taselisib	PL4	1.86294
Lapatinib	Taselisib	PL4	-0.42886016
Dasatinib	Taselisib	PL4	1.6157925
MK-2206	Taselisib	PL4	-0.9721086
SCH772984	Taselisib	PL4	3.0264962
Linsitinib	Taselisib	PL4	-0.16877373
Navitoclax	Taselisib	PL4	2.5988448
Linsitinib	Taselisib	PL4	-0.10592789
Crizotinib	Taselisib	PL4	0.7316322
LGK974	Taselisib	PL4	-0.15287739
Dactolisib	Taselisib	PL4	2.5349882
Dasatinib	Taselisib	PL4	1.3881147
Gemcitabine	Taselisib	PL4	-1.3836933
Galunisertib	Taselisib	PL4	-0.7851654
Oxaliplatin	Taselisib	PL4	-0.68170625
Palbociclib	Taselisib	PL4	0.67352325
Sorafenib	Taselisib	PL4	-0.17213663
Palbociclib	Taselisib	PL4	0.49179623
Erlotinib	Taselisib	PL4	0.75224715
Linsitinib	SCH772984	PL4	1.1645789
MK-2206	SCH772984	PL4	2.6387236
Crizotinib	SCH772984	PL4	-1.300704
MK-1775	SCH772984	PL4	-2.9308052
Taselisib	SCH772984	PL4	4.6873803
Paclitaxel	SCH772984	PL4	-0.9295431
Sorafenib	SCH772984	PL4	-0.13919587
5-Fluorouracil	SCH772984	PL4	-0.9152469
Palbociclib	SCH772984	PL4	-0.17036669
MK-1775	SCH772984	PL4	0.4393059
Dactolisib	SCH772984	PL4	2.2523925
LGK974	SCH772984	PL4	-0.6680362
Ruxolitinib	SCH772984	PL4	-0.8792116
Erlotinib	SCH772984	PL4	0.24850619
Crizotinib	SCH772984	PL4	-0.9406369
Dactolisib	SCH772984	PL4	3.1130118
LGK974	SCH772984	PL4	-0.94606125
Gemcitabine	SCH772984	PL4	-0.6413439
Sorafenib	SCH772984	PL4	-1.1844068
Trametinib	SCH772984	PL4	-3.735275
Navitoclax	SCH772984	PL4	5.9980254
Gemcitabine	SCH772984	PL4	-1.6472486
Paclitaxel	SCH772984	PL4	-3.4010668
Lapatinib	SCH772984	PL4	1.050362
Irinotecan	SCH772984	PL4	-2.437805
Palbociclib	SCH772984	PL4	1.0311642
Taselisib	SCH772984	PL4	2.8625922
Navitoclax	SCH772984	PL4	4.8924465
Oxaliplatin	SCH772984	PL4	-3.072934
Ruxolitinib	SCH772984	PL4	0.17846243
Cisplatin	SCH772984	PL4	-1.2967216
AZD7762	SCH772984	PL4	0.45096374
Olaparib	SCH772984	PL4	1.3027657
Linsitinib	SCH772984	PL4	1.1058018
Erlotinib	SCH772984	PL4	0.765714
Olaparib	SCH772984	PL4	0.26685253
OSI-027	SCH772984	PL4	-0.90686417
MK-2206	SCH772984	PL4	4.2180443
Galunisertib	SCH772984	PL4	-2.3113673
OSI-027	SCH772984	PL4	3.2973723
Lapatinib	SCH772984	PL4	4.323764
Trametinib	SCH772984	PL4	-4.2334943
Cisplatin	SCH772984	PL4	0.8455246
Dasatinib	SCH772984	PL4	1.6575121
5-Fluorouracil	SCH772984	PL4	-0.21568432
Galunisertib	SCH772984	PL4	-1.9613572
AZD7762	SCH772984	PL4	0.14977019
Oxaliplatin	SCH772984	PL4	-0.897796
Irinotecan	SCH772984	PL4	-1.241527
Dasatinib	SCH772984	PL4	1.3448398
Paclitaxel	OSI-027	PL4	-0.50921816
Sorafenib	OSI-027	PL4	-0.22860844
Irinotecan	OSI-027	PL4	0.23012038
AZD7762	OSI-027	PL4	-0.57477695
Trametinib	OSI-027	PL4	0.26977992
Navitoclax	OSI-027	PL4	0.5914308
Cisplatin	OSI-027	PL4	-0.32401514
Erlotinib	OSI-027	PL4	-0.06425809
5-Fluorouracil	OSI-027	PL4	0.35351202
Dactolisib	OSI-027	PL4	0.3569384
5-Fluorouracil	OSI-027	PL4	-0.7605352
Crizotinib	OSI-027	PL4	0.26194298
Ruxolitinib	OSI-027	PL4	-0.2341153
MK-1775	OSI-027	PL4	-0.737155
MK-2206	OSI-027	PL4	1.7504253
Irinotecan	OSI-027	PL4	-0.3323485
Cisplatin	OSI-027	PL4	-0.84751254
Trametinib	OSI-027	PL4	0.07380939
AZD7762	OSI-027	PL4	-0.290337
Olaparib	OSI-027	PL4	0.108885966
SCH772984	OSI-027	PL4	1.8070649
Taselisib	OSI-027	PL4	2.2269688
MK-1775	OSI-027	PL4	-3.1826723
LGK974	OSI-027	PL4	-0.33857605
Gemcitabine	OSI-027	PL4	-0.6541681
Galunisertib	OSI-027	PL4	-0.7806565
Olaparib	OSI-027	PL4	-0.8783258
Ruxolitinib	OSI-027	PL4	-0.3098554
Oxaliplatin	OSI-027	PL4	-0.37053826
Paclitaxel	OSI-027	PL4	-0.19426951
Lapatinib	OSI-027	PL4	0.5220349
Lapatinib	OSI-027	PL4	-0.3921431
Dasatinib	OSI-027	PL4	0.49838975
MK-2206	OSI-027	PL4	2.693427
SCH772984	OSI-027	PL4	1.7508358
Linsitinib	OSI-027	PL4	2.5843606
Navitoclax	OSI-027	PL4	0.18354955
Linsitinib	OSI-027	PL4	2.3029275
Taselisib	OSI-027	PL4	3.1363378
Crizotinib	OSI-027	PL4	0.6679574
LGK974	OSI-027	PL4	-0.35708466
Dactolisib	OSI-027	PL4	0.8344447
Dasatinib	OSI-027	PL4	0.076834366
Gemcitabine	OSI-027	PL4	-0.10191391
Galunisertib	OSI-027	PL4	-0.8184084
Oxaliplatin	OSI-027	PL4	-1.3221734
Palbociclib	OSI-027	PL4	0.6412097
Sorafenib	OSI-027	PL4	-0.28397757
Palbociclib	OSI-027	PL4	-0.70066833
Erlotinib	OSI-027	PL4	-0.8046634
Crizotinib	LGK974	PL4	-1.2310282
Dactolisib	LGK974	PL4	1.1092392
Gemcitabine	LGK974	PL4	0.25124887
Sorafenib	LGK974	PL4	2.0001824
Trametinib	LGK974	PL4	1.2679139
Navitoclax	LGK974	PL4	0.09678832
Gemcitabine	LGK974	PL4	-1.6675606
Paclitaxel	LGK974	PL4	-0.9172405
Lapatinib	LGK974	PL4	-1.4250424
Irinotecan	LGK974	PL4	0.282191
Palbociclib	LGK974	PL4	1.2841688
Taselisib	LGK974	PL4	0.23505637
Navitoclax	LGK974	PL4	-0.37478057
Oxaliplatin	LGK974	PL4	-0.106874965
Ruxolitinib	LGK974	PL4	0.93820405
Cisplatin	LGK974	PL4	-0.7077169
AZD7762	LGK974	PL4	0.5906543
Olaparib	LGK974	PL4	0.20494075
Linsitinib	LGK974	PL4	0.41419777
Erlotinib	LGK974	PL4	0.027148413
Olaparib	LGK974	PL4	0.3332373
OSI-027	LGK974	PL4	0.45834598
MK-2206	LGK974	PL4	-0.21122257
SCH772984	LGK974	PL4	0.29426867
Galunisertib	LGK974	PL4	-1.6212599
OSI-027	LGK974	PL4	1.8054637
Lapatinib	LGK974	PL4	2.9407132
Trametinib	LGK974	PL4	0.55502087
Cisplatin	LGK974	PL4	1.0758392
Dasatinib	LGK974	PL4	0.71382207
5-Fluorouracil	LGK974	PL4	-0.16080782
Galunisertib	LGK974	PL4	-1.2198294
AZD7762	LGK974	PL4	0.6750874
Oxaliplatin	LGK974	PL4	2.6983187
Irinotecan	LGK974	PL4	-2.0953865
Dasatinib	LGK974	PL4	-1.0216348
Linsitinib	LGK974	PL4	1.7726647
MK-2206	LGK974	PL4	-0.25462532
Crizotinib	LGK974	PL4	-1.646586
Taselisib	LGK974	PL4	0.07541015
Paclitaxel	LGK974	PL4	-1.9961545
Sorafenib	LGK974	PL4	-0.90904576
5-Fluorouracil	LGK974	PL4	-0.37583306
Palbociclib	LGK974	PL4	0.47232184
MK-1775	LGK974	PL4	-0.37278432
SCH772984	LGK974	PL4	-1.2571466
Dactolisib	LGK974	PL4	1.4875478
Ruxolitinib	LGK974	PL4	-0.44018206
Erlotinib	LGK974	PL4	0.87277097
MK-2206	Galunisertib	PL4	-1.2612038
Irinotecan	Galunisertib	PL4	-1.2169003
Cisplatin	Galunisertib	PL4	-0.8137754
Trametinib	Galunisertib	PL4	-0.66746277
AZD7762	Galunisertib	PL4	-1.2114506
Olaparib	Galunisertib	PL4	-1.1822976
SCH772984	Galunisertib	PL4	0.33578897
Taselisib	Galunisertib	PL4	0.17965181
MK-1775	Galunisertib	PL4	-0.38543588
LGK974	Galunisertib	PL4	-1.0219239
Gemcitabine	Galunisertib	PL4	-1.0059177
Olaparib	Galunisertib	PL4	-1.3458053
Ruxolitinib	Galunisertib	PL4	-0.30241778
Oxaliplatin	Galunisertib	PL4	-1.0953507
Paclitaxel	Galunisertib	PL4	-0.96877897
Lapatinib	Galunisertib	PL4	-1.0094242
Lapatinib	Galunisertib	PL4	-0.84090114
Dasatinib	Galunisertib	PL4	-0.5627834
MK-2206	Galunisertib	PL4	0.46274078
SCH772984	Galunisertib	PL4	-0.5959156
Linsitinib	Galunisertib	PL4	1.0724263
Navitoclax	Galunisertib	PL4	-0.4604048
Linsitinib	Galunisertib	PL4	1.1048756
Taselisib	Galunisertib	PL4	0.7287788
Crizotinib	Galunisertib	PL4	-0.9000827
LGK974	Galunisertib	PL4	-0.51605135
Dactolisib	Galunisertib	PL4	-0.35153165
Dasatinib	Galunisertib	PL4	-0.7263968
Gemcitabine	Galunisertib	PL4	-0.750863
Oxaliplatin	Galunisertib	PL4	-0.8133174
Palbociclib	Galunisertib	PL4	-0.8906489
Sorafenib	Galunisertib	PL4	-1.2233522
Palbociclib	Galunisertib	PL4	-0.7077777
Erlotinib	Galunisertib	PL4	-1.2165749
Paclitaxel	Galunisertib	PL4	0.3628239
Sorafenib	Galunisertib	PL4	1.603912
Irinotecan	Galunisertib	PL4	4.2168636
AZD7762	Galunisertib	PL4	-1.3671032
Trametinib	Galunisertib	PL4	-0.6313763
Navitoclax	Galunisertib	PL4	-0.77158505
Cisplatin	Galunisertib	PL4	-0.53540087
Erlotinib	Galunisertib	PL4	-1.0921872
5-Fluorouracil	Galunisertib	PL4	-1.1040044
Dactolisib	Galunisertib	PL4	0.8142301
5-Fluorouracil	Galunisertib	PL4	-1.26681
Crizotinib	Galunisertib	PL4	0.90512425
Ruxolitinib	Galunisertib	PL4	-0.03978853
OSI-027	Galunisertib	PL4	1.9376538
MK-1775	Galunisertib	PL4	-1.2683858
OSI-027	Galunisertib	PL4	0.08067371
LGK974	Cisplatin	SUIT-2	-2.1271288
Gemcitabine	Cisplatin	SUIT-2	-0.41876274
Sorafenib	Cisplatin	SUIT-2	-1.7694322
Trametinib	Cisplatin	SUIT-2	-0.10284882
Navitoclax	Cisplatin	SUIT-2	0.50437397
Gemcitabine	Cisplatin	SUIT-2	1.169795
Paclitaxel	Cisplatin	SUIT-2	-0.50698084
Lapatinib	Cisplatin	SUIT-2	0.6938952
Irinotecan	Cisplatin	SUIT-2	-3.2246246
Palbociclib	Cisplatin	SUIT-2	-3.3538253
Taselisib	Cisplatin	SUIT-2	1.0403234
Navitoclax	Cisplatin	SUIT-2	0.47599816
Oxaliplatin	Cisplatin	SUIT-2	-2.6842828
Ruxolitinib	Cisplatin	SUIT-2	0.30275333
AZD7762	Cisplatin	SUIT-2	0.48940307
Olaparib	Cisplatin	SUIT-2	-0.7682908
Linsitinib	Cisplatin	SUIT-2	0.61667097
Erlotinib	Cisplatin	SUIT-2	1.1940045
Olaparib	Cisplatin	SUIT-2	-0.78823346
OSI-027	Cisplatin	SUIT-2	-0.18716744
MK-2206	Cisplatin	SUIT-2	-0.53797835
SCH772984	Cisplatin	SUIT-2	-1.267368
Galunisertib	Cisplatin	SUIT-2	-3.887631
OSI-027	Cisplatin	SUIT-2	1.0831695
Lapatinib	Cisplatin	SUIT-2	0.40708017
Trametinib	Cisplatin	SUIT-2	-1.3066924
Dasatinib	Cisplatin	SUIT-2	0.2591695
5-Fluorouracil	Cisplatin	SUIT-2	-1.3324642
Galunisertib	Cisplatin	SUIT-2	-2.9827583
AZD7762	Cisplatin	SUIT-2	1.0908228
Oxaliplatin	Cisplatin	SUIT-2	0.18037017
Irinotecan	Cisplatin	SUIT-2	-3.6610844
Dasatinib	Cisplatin	SUIT-2	0.47219303
Linsitinib	Cisplatin	SUIT-2	0.69943845
MK-2206	Cisplatin	SUIT-2	0.32493114
Crizotinib	Cisplatin	SUIT-2	-2.217356
